"URI","country","elev","latitude","longitude","name","region","type"
"http://localhost:9091/project/volcanos/source/288","Kenya","1032","2.32E0","3.657E1","Barrier, The","Africa-E","Shield volcano"
"http://localhost:9091/project/volcanos/source/287","Iceland","2000","6.463E1","-1.753E1","Bardarbunga","Iceland-NE","Stratovolcano"
"http://localhost:9091/project/volcanos/source/286","Mexico","332","1.93E1","-1.1082E2","Barcena","Mexico-Is","Cinder cone"
"http://localhost:9091/project/volcanos/source/285","Russia","1132","4.51E1","1.4802E2","Baransky","Kuril Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/284","Indonesia","-5","3.138E0","1.25491E2","Banua Wuhu","Sangihe Is-Indonesia","Submarine volcano"
"http://localhost:9091/project/volcanos/source/283","Papua New Guinea","685","-3.6E0","1.4485E2","Bam","New Guinea-NE of","Stratovolcano"
"http://localhost:9091/project/volcanos/source/282","Philippines","1180","1.9523E1","1.2194E2","Babuyan Claro","Luzon-N of","Stratovolcano"
"http://localhost:9091/project/volcanos/source/281","Russia","1205","4.4804E1","1.4713E2","Atsonupuri","Kuril Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/280","United States","857","1.967E1","1.454E2","Asuncion","Mariana Is-C Pacific","Stratovolcano"
"http://localhost:9091/project/volcanos/source/28","Pacific Ocean","640","-4.525E0","1.29871E2","Banda Api","Banda Sea","Caldera"
"http://localhost:9091/project/volcanos/source/279","Iceland","1516","6.503E1","-1.675E1","Askja","Iceland-NE","Stratovolcano"
"http://localhost:9091/project/volcanos/source/278","Indonesia","3339","-7.725E0","1.1258E2","Arjuno-Welirang","Java","Stratovolcano"
"http://localhost:9091/project/volcanos/source/277","United States","1341","5.688E1","-1.5817E2","Aniakchak","Alaska Peninsula","Caldera"
"http://localhost:9091/project/volcanos/source/276","Ethiopia","1501","1.288E1","4.057E1","Alayta","Africa-NE","Shield volcano"
"http://localhost:9091/project/volcanos/source/275","United States","965","1.877E1","1.4567E2","Agrigan","Mariana Is-C Pacific","Stratovolcano"
"http://localhost:9091/project/volcanos/source/274","Russia","1953","5.157E1","1.57323E2","Zheltovsky","Kamchatka","Stratovolcano"
"http://localhost:9091/project/volcanos/source/273","Vanuatu","361","-1.952E1","1.69425E2","Yasur","Vanuatu-SW Pacific","Stratovolcano"
"http://localhost:9091/project/volcanos/source/272","Japan","2455","3.622E1","1.3758E2","Yake-dake","Honshu-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/271","Ecuador","1710","2.0E-2","-9.135E1","Wolf, Volcan","Galapagos","Shield volcano"
"http://localhost:9091/project/volcanos/source/270","New Zealand","321","-3.752E1","1.7718E2","White Island","New Zealand","Stratovolcano"
"http://localhost:9091/project/volcanos/source/27","Papua New Guinea","1750","-6.14E0","1.55195E2","Bagana","Bougainville-SW Paci","Lava cone"
"http://localhost:9091/project/volcanos/source/269","United States","1654","5.452E1","-1.6465E2","Westdahl","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/268","Chile","2847","-3.942E1","-7.193E1","Villarrica","Chile-C","Stratovolcano"
"http://localhost:9091/project/volcanos/source/267","Argentina","1300","-4.9358E1","-7.328E1","Viedma, Volcan","Argentina","Subglacial volcano"
"http://localhost:9091/project/volcanos/source/266","Iceland","279","6.343E1","-2.028E1","Vestmannaeyjar","Iceland-S","Submarine volcano"
"http://localhost:9091/project/volcanos/source/265","United States","2507","5.617E1","-1.5938E2","Veniaminof","Alaska Peninsula","Stratovolcano"
"http://localhost:9091/project/volcanos/source/264","Japan","731","4.253E1","1.4083E2","Usu","Hokkaido-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/263","Japan","1500","3.275E1","1.303E2","Unzen","Kyushu-Japan","Complex volcano"
"http://localhost:9091/project/volcanos/source/262","United States","0","5.2E1","-1.735E2","Unnamed","Aleutian Is","Submarine volcano"
"http://localhost:9091/project/volcanos/source/261","Pacific Ocean","-2566","-1.7436E1","-1.13206E2","Unnamed","Pacific-E","Submarine volcano"
"http://localhost:9091/project/volcanos/source/260","Pacific Ocean","-2400","-2.578E1","1.6863E2","Unnamed","SW Pacific","Submarine volcano"
"http://localhost:9091/project/volcanos/source/26","Japan","2024","3.773E1","1.4025E2","Azuma","Honshu-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/259","Pacific Ocean","-2500","9.82E0","-1.043E2","Unnamed","Pacific-E","Submarine volcano"
"http://localhost:9091/project/volcanos/source/258","Tonga","-13","-2.085E1","-1.7553E2","Unnamed","Tonga-SW Pacific","Submarine volcano"
"http://localhost:9091/project/volcanos/source/257","United States","-1300","-3.03E0","1.4778E2","Unnamed","Admiralty Is-SW Paci","Submarine volcano"
"http://localhost:9091/project/volcanos/source/256","Russia","-502","4.647E1","1.5128E2","Unnamed","Kuril Is","Submarine volcano"
"http://localhost:9091/project/volcanos/source/255","Papua New Guinea","2334","-5.05E0","1.5133E2","Ulawun","New Britain-SW Pac","Stratovolcano"
"http://localhost:9091/project/volcanos/source/254","United States","91","5.783E1","-1.5652E2","Ukinrek Maars","Alaska Peninsula","Maar"
"http://localhost:9091/project/volcanos/source/253","Peru","5672","-1.6355E1","-7.0903E1","Ubinas","Peru","Stratovolcano"
"http://localhost:9091/project/volcanos/source/252","Chile","6000","-3.34E1","-6.98E1","Tupungatito","Chile-C","Stratovolcano"
"http://localhost:9091/project/volcanos/source/251","Ecuador","5023","-1.467E0","-7.8442E1","Tungurahua","Ecuador","Stratovolcano"
"http://localhost:9091/project/volcanos/source/250","United States","1864","5.823E1","-1.5508E2","Trident","Alaska Peninsula","Stratovolcano"
"http://localhost:9091/project/volcanos/source/25","Chile","3788","-3.5653E1","-7.0761E1","Azul, Cerro [Quizapu]","Chile-C","Stratovolcano"
"http://localhost:9091/project/volcanos/source/249","Japan","403","3.048E1","1.4032E2","Tori-shima","Izu Is-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/248","New Zealand","1978","-3.913E1","1.75642E2","Tongariro","New Zealand","Stratovolcano"
"http://localhost:9091/project/volcanos/source/247","Russia","3682","5.583E1","1.6033E2","Tolbachik","Kamchatka","Shield volcano"
"http://localhost:9091/project/volcanos/source/246","Japan","2077","4.342E1","1.4268E2","Tokachi","Hokkaido-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/245","Solomon Is.","851","-1.038E1","1.658E2","Tinakula","Santa Cruz Is-SW Pac","Stratovolcano"
"http://localhost:9091/project/volcanos/source/244","Russia","1819","4.4358E1","1.4627E2","Tiatia","Kuril Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/243","Antarctica","1075","-5.945E1","-2.737E1","Thule Islands","Antarctica","Stratovolcano"
"http://localhost:9091/project/volcanos/source/242","Portugal","1023","3.873E1","-2.732E1","Terceira","Azores","Stratovolcano"
"http://localhost:9091/project/volcanos/source/241","Indonesia","2329","-7.942E0","1.1295E2","Tengger Caldera","Java","Stratovolcano"
"http://localhost:9091/project/volcanos/source/240","Nicaragua","1061","1.2602E1","-8.6845E1","Telica","Nicaragua","Stratovolcano"
"http://localhost:9091/project/volcanos/source/24","Ecuador","1690","..9E-1","-9.142E1","Azul, Cerro","Galapagos","Shield volcano"
"http://localhost:9091/project/volcanos/source/239","Indonesia","2084","-6.77E0","1.076E2","Tangkubanparahu","Java","Stratovolcano"
"http://localhost:9091/project/volcanos/source/238","Indonesia","2850","-8.25E0","1.18E2","Tambora","Lesser Sunda Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/237","Indonesia","2597","..978E-1","1.00679E2","Talang","Sumatra","Stratovolcano"
"http://localhost:9091/project/volcanos/source/236","Mexico","4110","1.513E1","-9.2112E1","Tacana","Mexico","Stratovolcano"
"http://localhost:9091/project/volcanos/source/235","Philippines","400","1.4002E1","1.20993E2","Taal","Luzon-Philippines","Stratovolcano"
"http://localhost:9091/project/volcanos/source/234","Japan","799","2.953E1","1.2972E2","Suwanose-jima","Ryukyu Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/233","Vanuatu","921","-1.38E1","1.6747E2","Suretamatai","Vanuatu-SW Pacific","Complex volcano"
"http://localhost:9091/project/volcanos/source/232","United States","-8","2.013E1","1.451E2","Supply Reef","Mariana Is-C Pacific","Submarine volcano"
"http://localhost:9091/project/volcanos/source/231","Indonesia","3136","-7.3E0","1.09992E2","Sundoro","Java","Stratovolcano"
"http://localhost:9091/project/volcanos/source/230","Italy","926","3.8789E1","1.5213E1","Stromboli","Italy","Stratovolcano"
"http://localhost:9091/project/volcanos/source/23","Pacific Ocean","-1500","4.595E1","-1.3E2","Axial Seamount","Pacific-NE","Submarine volcano"
"http://localhost:9091/project/volcanos/source/229","United States","2549","4.62E1","-1.2218E2","St. Helens","US-Washington","Stratovolcano"
"http://localhost:9091/project/volcanos/source/228","United States","3374","6.13E1","-1.5225E2","Spurr","Alaska-SW","Stratovolcano"
"http://localhost:9091/project/volcanos/source/227","St. Vincent & the Grenadines","1220","1.333E1","-6.118E1","Soufriere St. Vincent","W Indies","Stratovolcano"
"http://localhost:9091/project/volcanos/source/226","Montserrat","915","1.672E1","-6.218E1","Soufriere Hills","W Indies","Stratovolcano"
"http://localhost:9091/project/volcanos/source/225","Guadeloupe","1467","1.605E1","-6.167E1","Soufriere Guadeloupe","W Indies","Stratovolcano"
"http://localhost:9091/project/volcanos/source/224","Indonesia","2145","6.86E-1","9.9539E1","Sorikmarapi","Sumatra","Stratovolcano"
"http://localhost:9091/project/volcanos/source/223","Indonesia","1784","1.108E0","1.24725E2","Soputan","Sulawesi-Indonesia","Stratovolcano"
"http://localhost:9091/project/volcanos/source/222","Mexico","1050","1.878E1","-1.1095E2","Socorro","Mexico-Is","Shield volcano"
"http://localhost:9091/project/volcanos/source/221","Indonesia","3432","-7.242E0","1.09208E2","Slamet","Java","Stratovolcano"
"http://localhost:9091/project/volcanos/source/220","Indonesia","862","-8.51E0","1.24148E2","Sirung","Lesser Sunda Is","Complex volcano"
"http://localhost:9091/project/volcanos/source/22","Indonesia","1320","3.67E0","1.255E2","Awu","Sangihe Is-Indonesia","Stratovolcano"
"http://localhost:9091/project/volcanos/source/219","Russia","3283","5.6653E1","1.6136E2","Shiveluch","Kamchatka","Stratovolcano"
"http://localhost:9091/project/volcanos/source/218","United States","2857","5.475E1","-1.6397E2","Shishaldin","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/217","Japan","1320","4.27E1","1.4133E2","Shikotsu","Hokkaido-Japan","Caldera"
"http://localhost:9091/project/volcanos/source/216","United States","1221","5.195E1","1.7962E2","Semisopochnoi","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/215","Indonesia","3676","-8.108E0","1.1292E2","Semeru","Java","Stratovolcano"
"http://localhost:9091/project/volcanos/source/214","United States","1054","5.232E1","-1.7252E2","Seguam","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/213","Russia","1496","4.8092E1","1.532E2","Sarychev Peak","Kuril Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/212","Guatemala","3772","1.4756E1","-9.1552E1","Santa Maria","Guatemala","Stratovolcano"
"http://localhost:9091/project/volcanos/source/211","Indonesia","1949","-8.18E0","1.19058E2","Sangeang Api","Lesser Sunda Is","Complex volcano"
"http://localhost:9091/project/volcanos/source/210","Ecuador","5230","-2.03E0","-7.833E1","Sangay","Ecuador","Stratovolcano"
"http://localhost:9091/project/volcanos/source/21","Russia","2741","5.3255E1","1.5883E2","Avachinsky","Kamchatka","Stratovolcano"
"http://localhost:9091/project/volcanos/source/209","El Salvador","2130","1.3431E1","-8.8272E1","San Miguel","El Salvador","Stratovolcano"
"http://localhost:9091/project/volcanos/source/208","Nicaragua","1745","1.2702E1","-8.7004E1","San Cristobal","Nicaragua","Stratovolcano"
"http://localhost:9091/project/volcanos/source/207","Japan","1117","3.158E1","1.3067E2","Sakura-jima","Kyushu-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/206","Peru","5967","-1.578E1","-7.185E1","Sabancaya","Peru","Stratovolcano"
"http://localhost:9091/project/volcanos/source/205","New Zealand","-140","-3.5745E1","1.78478E2","Rumble III","New Zealand","Submarine volcano"
"http://localhost:9091/project/volcanos/source/204","Colombia","5321","4.895E0","-7.5322E1","Ruiz","Colombia","Stratovolcano"
"http://localhost:9091/project/volcanos/source/203","United States","-230","1.562E1","1.4557E2","Ruby","Mariana Is-C Pacific","Submarine volcano"
"http://localhost:9091/project/volcanos/source/202","New Zealand","2797","-3.928E1","1.7557E2","Ruapehu","New Zealand","Stratovolcano"
"http://localhost:9091/project/volcanos/source/201","Papua New Guinea","140","-5.52E0","1.48121E2","Ritter Island","New Guinea-NE of","Stratovolcano"
"http://localhost:9091/project/volcanos/source/200","Indonesia","3726","-8.42E0","1.1647E2","Rinjani","Lesser Sunda Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/20","United States","1252","5.937E1","-1.5342E2","Augustine","Alaska-SW","Lava dome"
"http://localhost:9091/project/volcanos/source/2","Japan","1718","3.762E1","1.4028E2","Adatara","Honshu-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/199","Costa Rica","1916","1.083E1","-8.5324E1","Rincon de la Vieja","Costa Rica","Complex volcano"
"http://localhost:9091/project/volcanos/source/198","Iceland","80","6.367E1","-2.333E1","Reykjaneshryggur","Iceland-SW","Submarine volcanoes"
"http://localhost:9091/project/volcanos/source/197","Ecuador","3562","..078E-1","-7.7656E1","Reventador","Ecuador","Stratovolcano"
"http://localhost:9091/project/volcanos/source/196","United States","3108","6.048E1","-1.5275E2","Redoubt","Alaska-SW","Stratovolcano"
"http://localhost:9091/project/volcanos/source/195","Indonesia","3332","-8.125E0","1.14042E2","Raung","Java","Stratovolcano"
"http://localhost:9091/project/volcanos/source/194","New Zealand","516","-2.927E1","-1.7792E2","Raoul Island","Kermadec Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/193","Indonesia","2100","-8.62E0","1.2052E2","Ranakah","Lesser Sunda Is","Lava dome"
"http://localhost:9091/project/volcanos/source/192","Papua New Guinea","688","-4.271E0","1.52203E2","Rabaul","New Britain-SW Pac","Pyroclastic shield"
"http://localhost:9091/project/volcanos/source/191","Chile","5890","-2.257E1","-6.787E1","Putana","Chile-N","Stratovolcano"
"http://localhost:9091/project/volcanos/source/190","Colombia","4650","2.32E0","-7.64E1","Purace","Colombia","Stratovolcano"
"http://localhost:9091/project/volcanos/source/19","United States","1533","5.238E1","-1.7415E2","Atka","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/189","Mexico","5426","1.9023E1","-9.8622E1","Popocatepetl","Mexico","Stratovolcano"
"http://localhost:9091/project/volcanos/source/188","Costa Rica","2708","1.02E1","-8.4233E1","Poas","Costa Rica","Stratovolcano"
"http://localhost:9091/project/volcanos/source/187","Chile","4107","-3.524E1","-7.057E1","Planchon-Peteroa","Chile-C","Caldera"
"http://localhost:9091/project/volcanos/source/186","Trinidad","140","1.0E1","-6.1E1","Piparo","Trinidad","Mud volcano"
"http://localhost:9091/project/volcanos/source/185","Philippines","1486","1.513E1","1.2035E2","Pinatubo","Luzon-Philippines","Stratovolcano"
"http://localhost:9091/project/volcanos/source/184","Indonesia","2801","4.914E0","9.6329E1","Peuet Sague","Sumatra","Complex volcano"
"http://localhost:9091/project/volcanos/source/183","United States","2519","5.542E1","-1.619E2","Pavlof","Alaska Peninsula","Stratovolcano"
"http://localhost:9091/project/volcanos/source/182","Indonesia","875","-8.32E0","1.21708E2","Paluweh","Lesser Sunda Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/181","United States","570","1.813E1","1.458E2","Pagan","Mariana Is-C Pacific","Stratovolcano"
"http://localhost:9091/project/volcanos/source/180","Guatemala","2552","1.4381E1","-9.0601E1","Pacaya","Guatemala","Complex volcano"
"http://localhost:9091/project/volcanos/source/18","Japan","1592","3.288E1","1.311E2","Aso","Kyushu-Japan","Caldera"
"http://localhost:9091/project/volcanos/source/179","Japan","758","3.473E1","1.3938E2","Oshima","Izu Is-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/178","Japan","3063","3.59E1","1.3748E2","On-take","Honshu-Japan","Complex volcano"
"http://localhost:9091/project/volcanos/source/177","United States","1073","5.342E1","-1.6813E2","Okmok","Aleutian Is","Shield volcano"
"http://localhost:9091/project/volcanos/source/176","New Zealand","1111","-3.812E1","1.765E2","Okataina","New Zealand","Lava dome"
"http://localhost:9091/project/volcanos/source/175","Congo, DRC","3470","-1.52E0","2.925E1","Nyiragongo","Africa-C","Stratovolcano"
"http://localhost:9091/project/volcanos/source/174","Congo, DRC","3058","-1.408E0","2.92E1","Nyamuragira","Africa-C","Shield volcano"
"http://localhost:9091/project/volcanos/source/173","Pacific Ocean","-3000","4.267E1","-1.2678E2","North Gorda Ridge","Pacific-NE","Submarine volcano"
"http://localhost:9091/project/volcanos/source/172","Tonga","260","-1.56E1","-1.7563E2","Niuafo'ou","Tonga-SW Pacific","Shield volcano"
"http://localhost:9091/project/volcanos/source/171","Japan","52","2.7243E1","1.40877E2","Nishino-shima","Volcano Is-Japan","Caldera"
"http://localhost:9091/project/volcanos/source/170","Pacific Ocean","781","-6.73E0","1.295E2","Nila","Banda Sea","Stratovolcano"
"http://localhost:9091/project/volcanos/source/17","Japan","2560","3.64E1","1.3853E2","Asama","Honshu-Japan","Complex volcano"
"http://localhost:9091/project/volcanos/source/169","Japan","2400","3.692E1","1.3803E2","Niigata-Yake-yama","Honshu-Japan","Lava dome"
"http://localhost:9091/project/volcanos/source/168","New Zealand","2291","-3.9158E1","1.7563E2","Ngauruhoe","New Zealand","Stratovolcano"
"http://localhost:9091/project/volcanos/source/167","Nicaragua","728","1.2506E1","-8.6702E1","Negro, Cerro","Nicaragua","Cinder cone"
"http://localhost:9091/project/volcanos/source/166","Ecuador","1490","..83E-1","-9.117E1","Negra, Sierra","Galapagos","Shield volcano"
"http://localhost:9091/project/volcanos/source/165","Iceland","1491","6.398E1","-1.97E1","Mundafell","Iceland-S","Stratovolcano"
"http://localhost:9091/project/volcanos/source/164","New Zealand","-100","-2.5887E1","-1.77188E2","Monowai Seamount","Kermadec Is","Submarine volcano"
"http://localhost:9091/project/volcanos/source/163","Japan","815","3.408E1","1.3953E2","Miyake-jima","Izu Is-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/162","Japan","-30","2.3507E1","1.41905E2","Minami-Hiyoshi","Volcano Is-Japan","Submarine volcano"
"http://localhost:9091/project/volcanos/source/161","Tonga","43","-1.918E1","-1.7487E2","Metis Shoal","Tonga-SW Pacific","Submarine volcano"
"http://localhost:9091/project/volcanos/source/160","Indonesia","2947","-7.542E0","1.10442E2","Merapi","Java","Stratovolcano"
"http://localhost:9091/project/volcanos/source/16","Costa Rica","1657","1.0463E1","-8.4703E1","Arenal","Costa Rica","Stratovolcano"
"http://localhost:9091/project/volcanos/source/159","Russia","1124","4.538E1","1.4883E2","Medvezhia","Kuril Is","Somma volcano"
"http://localhost:9091/project/volcanos/source/158","Indian Ocean","186","-5.303E1","7.26E1","McDonald Islands","Indian O-S","Complex volcano"
"http://localhost:9091/project/volcanos/source/157","Philippines","2462","1.3257E1","1.23685E2","Mayon","Luzon-Philippines","Stratovolcano"
"http://localhost:9091/project/volcanos/source/156","United States","4170","1.9475E1","-1.55608E2","Mauna Loa","Hawaiian Is","Shield volcano"
"http://localhost:9091/project/volcanos/source/155","Nicaragua","635","1.1984E1","-8.6161E1","Masaya","Nicaragua","Caldera"
"http://localhost:9091/project/volcanos/source/154","South Africa","1230","-4.69E1","3.775E1","Marion Island","Indian O-S","Shield volcano"
"http://localhost:9091/project/volcanos/source/153","Ecuador","343","3.3E-1","-9.047E1","Marchena","Galapagos","Shield volcano"
"http://localhost:9091/project/volcanos/source/152","Indonesia","2891","..381E-1","1.00473E2","Marapi","Sumatra","Complex volcano"
"http://localhost:9091/project/volcanos/source/151","Papua New Guinea","1807","-4.1E0","1.45061E2","Manam","New Guinea-NE of","Stratovolcano"
"http://localhost:9091/project/volcanos/source/150","United States","2036","5.39E1","-1.6693E2","Makushin","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/15","Djibouti","298","1.158E1","4.247E1","Ardoukoba","Africa-NE","Fissure vent"
"http://localhost:9091/project/volcanos/source/149","Indonesia","1357","3.2E-1","1.274E2","Makian","Halmahera-Indonesia","Stratovolcano"
"http://localhost:9091/project/volcanos/source/148","Indonesia","1324","1.358E0","1.24858E2","Mahawu","Sulawesi-Indonesia","Stratovolcano"
"http://localhost:9091/project/volcanos/source/147","Antarctica","-50","-2.898E1","-1.4025E2","Macdonald","Austral Is-C Pacific","Submarine volcano"
"http://localhost:9091/project/volcanos/source/146","Vanuatu","1413","-1.6507E1","1.68346E2","Lopevi","Vanuatu-SW Pacific","Stratovolcano"
"http://localhost:9091/project/volcanos/source/145","Chile","2865","-3.8377E1","-7.158E1","Lonquimay","Chile-C","Stratovolcano"
"http://localhost:9091/project/volcanos/source/144","Papua New Guinea","1280","-5.358E0","1.4712E2","Long Island","New Guinea-NE of","Complex volcano"
"http://localhost:9091/project/volcanos/source/143","Indonesia","1580","1.358E0","1.24792E2","Lokon-Empung","Sulawesi-Indonesia","Stratovolcano"
"http://localhost:9091/project/volcanos/source/142","United States","-975","1.892E1","-1.5527E2","Loihi","Hawaiian Is","Submarine volcano"
"http://localhost:9091/project/volcanos/source/141","Chile","3125","-3.8692E1","-7.1729E1","Llaima","Chile-C","Stratovolcano"
"http://localhost:9091/project/volcanos/source/140","Indonesia","1703","-8.575E0","1.2278E2","Lewotobi Perempuan","Lesser Sunda Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/14","Argentina","6082","-2.427E1","-6.777E1","Aracar","Argentina","Stratovolcano"
"http://localhost:9091/project/volcanos/source/139","Indonesia","1703","-8.53E0","1.22775E2","Lewotobi","Lesser Sunda Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/138","Tanzania","2890","-2.751E0","3.5902E1","Lengai, Ol Doinyo","Africa-E","Stratovolcano"
"http://localhost:9091/project/volcanos/source/137","Chile","5592","-2.337E1","-6.773E1","Lascar","Chile-N","Stratovolcano"
"http://localhost:9091/project/volcanos/source/136","Papua New Guinea","1330","-5.525E0","1.4842E2","Langila","New Britain-SW Pac","Complex volcano"
"http://localhost:9091/project/volcanos/source/135","Iceland","550","6.408E1","-1.94E1","Lambafit","Iceland-S","Crater rows"
"http://localhost:9091/project/volcanos/source/134","Sweden","1725","6.442E1","1.733E1","Lakagigar","Iceland-NE","Caldera"
"http://localhost:9091/project/volcanos/source/133","Spain","2426","2.858E1","-1.783E1","La Palma","Canary Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/132","Iceland","1920","6.465E1","-1.672E1","Kverkfjoll","Iceland-NE","Stratovolcano"
"http://localhost:9091/project/volcanos/source/131","Vanuatu","-2","-1.6829E1","1.68536E2","Kuwae","Vanuatu-SW Pacific","Caldera"
"http://localhost:9091/project/volcanos/source/130","Japan","2176","3.662E1","1.3855E2","Kusatsu-Shirane","Honshu-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/13","Vanuatu","1496","-1.54E1","1.6783E2","Aoba","Vanuatu-SW Pacific","Shield volcano"
"http://localhost:9091/project/volcanos/source/129","United States","1895","5.602E1","-1.598E2","Kupreanof","Alaska Peninsula","Stratovolcano"
"http://localhost:9091/project/volcanos/source/128","Japan","1788","3.308E1","1.3125E2","Kuju Group","Kyushu-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/127","Japan","649","3.043E1","1.3022E2","Kuchinoerabu-jima","Ryukyu Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/126","Indonesia","813","-6.102E0","1.05423E2","Krakatau","Indonesia","Caldera"
"http://localhost:9091/project/volcanos/source/125","Iceland","1491","6.398E1","-1.97E1","Krakagiger","Iceland-S","Stratovolcano"
"http://localhost:9091/project/volcanos/source/124","Iceland","650","6.573E1","-1.678E1","Krafla","Iceland-NE","Caldera"
"http://localhost:9091/project/volcanos/source/123","Japan","1140","4.207E1","1.4068E2","Komaga-take","Hokkaido-Japan","Stratovolcano"
"http://localhost:9091/project/volcanos/source/122","Russia","1328","4.6042E1","1.5005E2","Kolokol Group","Kuril Is","Somma volcano"
"http://localhost:9091/project/volcanos/source/121","Russia","4835","5.6057E1","1.60638E2","Kliuchevskoi","Kamchatka","Stratovolcano"
"http://localhost:9091/project/volcanos/source/120","United States","1220","5.21E1","1.776E2","Kiska","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/12","United States","1066","5.25E1","-1.7125E2","Amukta","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/119","Japan","1700","3.193E1","1.3087E2","Kirishima","Kyushu-Japan","Shield volcano"
"http://localhost:9091/project/volcanos/source/118","United States","1222","1.9425E1","-1.55292E2","Kilauea","Hawaiian Is","Shield volcano"
"http://localhost:9091/project/volcanos/source/117","Japan","717","3.078E1","1.3028E2","Kikai","Ryukyu Is","Caldera"
"http://localhost:9091/project/volcanos/source/116","Netherlands","-177","1.23E1","-6.163E1","Kick-'em-Jenny","W Indies","Submarine volcano"
"http://localhost:9091/project/volcanos/source/115","Indonesia","3800","-1.814E0","1.01264E2","Kerinci","Sumatra","Stratovolcano"
"http://localhost:9091/project/volcanos/source/114","Indonesia","1731","-7.93E0","1.12308E2","Kelut","Java","Stratovolcano"
"http://localhost:9091/project/volcanos/source/113","Indonesia","1640","-8.758E0","1.2183E2","Kelimutu","Lesser Sunda Is","Complex volcano"
"http://localhost:9091/project/volcanos/source/112","Solomon Is.","-20","-9.02E0","1.5795E2","Kavachi","Solomon Is-SW Pacifi","Submarine volcano"
"http://localhost:9091/project/volcanos/source/111","United States","314","5.218E1","-1.755E2","Kasatochi","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/110","Russia","1536","5.405E1","1.5943E2","Karymsky","Kamchatka","Stratovolcano"
"http://localhost:9091/project/volcanos/source/11","Vanuatu","1334","-1.625E1","1.6812E2","Ambrym","Vanuatu-SW Pacific","Pyroclastic shield"
"http://localhost:9091/project/volcanos/source/109","Comoros","2361","-1.175E1","4.338E1","Karthala","Indian O-W","Shield volcano"
"http://localhost:9091/project/volcanos/source/108","Papua New Guinea","1839","-4.649E0","1.45964E2","Karkar","New Guinea-NE of","Stratovolcano"
"http://localhost:9091/project/volcanos/source/107","Indonesia","1784","2.78E0","1.2548E2","Karangetang [Api Siau]","Sangihe Is-Indonesia","Stratovolcano"
"http://localhost:9091/project/volcanos/source/106","United States","1307","5.192E1","-1.7717E2","Kanaga","Aleutian Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/105","Japan","-10","2.6122E1","1.41102E2","Kaitoku Seamount","Volcano Is-Japan","Submarine volcano"
"http://localhost:9091/project/volcanos/source/104","Jan Mayen","2277","7.108E1","-8.17E0","Jan Mayen","Atlantic-N-Jan Mayen","Stratovolcano"
"http://localhost:9091/project/volcanos/source/103","Japan","1406","3.492E1","1.3912E2","Izu-Tobu","Honshu-Japan","Pyroclastic cone"
"http://localhost:9091/project/volcanos/source/102","El Salvador","1950","1.3813E1","-8.9633E1","Izalco","El Salvador","Stratovolcano"
"http://localhost:9091/project/volcanos/source/101","Indonesia","637","-8.88E0","1.2163E2","Iya","Lesser Sunda Is","Stratovolcano"
"http://localhost:9091/project/volcanos/source/100","Japan","161","2.475E1","1.4133E2","Iwo-jima","Volcano Is-Japan","Caldera"
"http://localhost:9091/project/volcanos/source/10","Ecuador","1130","..43E-1","-9.112E1","Alcedo, Volcan","Galapagos","Shield volcano"
"http://localhost:9091/project/volcanos/source/1","Guatemala","3976","1.4501E1","-9.0876E1","Acatenango","Guatemala","Stratovolcano"
